Blog	mso	vocal	track	pop	subject	guitar	musical	http	style	review	record	voice	set	kind	www	sounds	lot	pretty	tracks	albums	didn	single	power	real	video	vocals	hear	heard	lyrics	font	space	point	release	family	pt	line	found	early	favorite	dance	makes	bad	hard	young	put	list	released	doesn	play	building	words	bands	thought	give	head	played	fun	high	listen	records	heart	radio	bass	language	left	punk	club	debut	side	moment	free	sonic	writing	light	playing	perfect	stage	sense	death	beat	recorded	john	recording	group	remember	listening	plays	friends	read	story	cover	body	making	shows	book	summer	experience	la	start	girl	performance	change	final	false	ep	playlist	started	size	wasn	happy	run	artists	dead	idea	fall	half	talk	mix	school	feeling	hope	dark	stuff	room	de	past	isn	project	blog	called	late	beautiful	form	fact	rest	page	para	beach	art	god	couple	baby	felt	lost	title	call	singer	number	artist	version	ago	face	production	fans	eyes	previous	blues	write	follow	classic	coming	theme	wanted	audience	lp	person	david	finally	singing	margin	studio	front	chorus	true	control	label	machine	sort	working	terms	solo	verse	indie	order	bowie	future	human	talking	won	series	york	fire	blue	sun	instrumental	based	check	women	easy	hand	scene	friend	american	minutes	country	original	modern	important	soul	case	small	feels	tour	lead	lines	hit	red	nice	turn	completely	key	return	break	amazing	moon	open	table	minor	move	social	close	dream	reading	film	means	cd	takes	months	reason	mark	listener	including	written	synth	genre	matter	taking	guitars	deep	present	noise	opening	desire	shit	guess	woman	short	festival	guy	morning	simple	stop	relationship	hell	lives	state	tstyle	yeah	normal	cut	heavy	london	folk	james	features	clear	drums	knew	elements	jazz	material	major	party	ways	cool	told	produced	quality	act	enjoy	fan	die	groove	works	watch	pm	image	process	moments	click	local	waiting	gonna	decided	interesting	word	month	kids	digital	piece	wait	forward	girls	bar	voices	question	stay	similar	simply	hearing	living	entire	copy	inside	history	guys	men	recently	note	length	ready	piano	hop	crowd	car	character	hours	recent	star	weeks	boy	level	releases	remix	roll	st	age	collection	cold	content	boys	figure	melody	hip	sad	haven	metal	leave	section	interview	hour	walk	wrong	awesome	couldn	road	culture	hot	turned	twitter	town	longer	electronic	march	vinyl	meaning	fit	west	places	el	strong	events	career	low	chance	game	force	personal	christmas	ten	sweet	era	worth	gave	king	truth	tonight	bob	dan	hold	society	ben	blood	street	picture	minute	slow	imagine	fantastic	weekend	create	general	photo	facebook	stories	birthday	huge	care	effect	middle	spent	sing	earlier	stars	water	brilliant	drive	complete	november	began	pure	attention	view	presence	wouldn	tune	bottom	rain	thinking	green	flow	class	date	smith	box	songwriter	members	wild	visit	apparently	team	movie	air	images	lake	stand	alt	moving	unique	straight	link	bring	kid	excellent	mr	electric	nature	asked	rhythm	issue	beats	producer	points	disco	share	news	sea	books	war	super	download	wonderful	special	parts	absolutely	loved	needed	strange	deal	dad	hate	gold	drum	miss	chris	beginning	trip	notes	child	approach
Flatbasset	0.000000	0.003364	0.012127	0.020445	0.008454	0.007567	0.000000	0.000000	0.006408	0.002560	0.008912	0.001817	0.005266	0.003460	0.000000	0.004020	0.013288	0.006445	0.014409	0.082252	0.008465	0.005048	0.013818	0.008560	0.005725	0.005575	0.013859	0.003184	0.005600	0.000000	0.004135	0.011369	0.011429	0.001982	0.032860	0.006653	0.011020	0.013503	0.022129	0.003816	0.019126	0.013556	0.005380	0.030833	0.027149	0.005073	0.008554	0.028147	0.014134	0.003815	0.002124	0.017359	0.006477	0.081850	0.013888	0.047725	0.004873	0.021399	0.043302	0.016360	0.005053	0.350650	0.013483	0.005639	0.009445	0.038634	0.007024	0.032640	0.033783	0.011308	0.029925	0.010866	0.032843	0.006969	0.016393	0.008255	0.003827	0.007706	0.033445	0.014916	0.009659	0.005161	0.005294	0.006068	0.007848	0.012590	1.105576	0.012858	0.008312	0.010526	0.036624	0.015314	0.011993	0.015236	0.000000	0.021984	0.012356	0.013470	0.002981	0.005244	0.000000	0.003098	0.004764	0.007435	0.115065	0.000000	0.010561	0.000000	0.007120	0.002189	0.000000	0.016551	0.011382	0.003459	0.005571	0.032837	0.011099	0.093680	0.006791	0.000000	0.014111	0.035540	0.022983	0.000000	0.014503	0.003221	0.011262	0.014623	0.026895	0.016687	0.012582	0.006942	0.005337	0.026583	0.000000	0.315253	0.000000	0.000000	0.011300	0.043793	0.039143	0.008338	0.015724	0.016143	0.025044	0.003637	0.023090	0.013541	0.009555	0.013848	0.003933	0.006130	0.006731	0.082253	0.002579	0.144205	0.017784	0.018460	0.134529	0.028188	0.016134	0.000000	0.000000	0.006064	0.066111	0.000000	0.011316	0.009037	0.013775	0.012354	0.000000	0.010569	0.047393	0.003843	0.014753	0.028075	0.017166	0.009386	0.007873	0.000000	0.018824	0.009804	0.039724	0.000000	0.023001	0.028988	0.016357	0.014151	0.023695	0.007050	0.007086	0.009627	0.000000	0.012090	0.008665	0.000000	0.052777	0.025290	0.004446	0.014164	0.029023	0.015776	0.013818	0.017907	0.010720	0.000000	0.006201	0.012750	0.008013	0.004403	0.003527	0.038654	0.006442	0.014975	0.007032	0.011265	0.003206	0.019698	0.014853	0.124731	0.008459	0.019852	0.013295	0.000000	0.022855	0.004318	0.000000	0.000000	0.012617	0.146121	0.014816	0.004966	0.013234	0.000000	0.048956	0.000000	0.012033	0.012803	0.025607	0.011102	0.014218	0.008471	0.006807	0.000000	0.000000	0.006296	0.018889	0.053387	0.004863	0.000000	0.000000	0.025480	0.058824	0.018311	0.007205	0.029622	0.006266	0.000000	0.000000	0.005009	0.019022	0.130193	0.000000	0.033008	0.000000	0.007379	0.000000	0.028270	0.000000	0.005619	0.014222	0.000000	0.011336	0.000000	0.000000	0.015220	0.009212	0.000000	0.000000	0.042776	0.000000	0.014675	0.026220	0.013489	0.005699	0.019018	0.000000	0.042977	0.008407	0.058577	0.018367	0.008697	0.013949	0.022737	0.000000	0.000000	0.066939	0.010959	0.010097	0.195893	0.145781	0.012952	0.000000	0.023847	0.000000	0.015139	0.076493	0.008057	0.000000	0.000000	0.006047	0.034055	0.006462	0.008572	0.010955	0.000000	0.018950	0.009369	0.025894	0.000000	0.000000	0.010518	0.013118	0.007834	0.018489	0.026985	0.019523	0.000000	0.019133	0.067583	0.041705	0.010380	0.110870	0.000000	0.008229	0.000000	0.000000	0.000000	0.014388	0.000000	0.016119	0.000000	0.011826	0.000000	0.025044	0.029383	0.013274	0.000000	0.042044	0.014599	0.048246	0.000000	0.013036	0.111000	0.000000	0.023358	0.000000	0.000000	0.013992	0.011529	0.024206	0.016137	0.007680	0.011936	0.000000	0.008360	0.013428	0.021441	0.016504	0.341142	0.031186	0.007634	0.000000	0.064427	0.000000	0.000000	0.025486	0.058211	0.000000	0.000000	0.000000	0.000000	0.000000	0.033090	0.060770	0.017154	0.000000	0.036284	0.000000	0.019175	0.037142	0.025388	0.028426	0.022950	0.016942	0.011887	0.012899	0.020186	0.066416	0.053135	0.000000	0.000000	0.045540	0.027324	0.010747	0.010835	0.030776	0.011135	0.027699	0.037771	0.000000	0.000000	0.012517	0.333909	0.015178	0.000000	0.023907	0.011320	0.000000	0.000000	0.010719	0.011633	0.000000	0.027461	0.009154	0.040664	0.061051	0.009494	0.037473	0.013190	0.000000	0.019525	0.000000	0.000000	0.022178	0.000000	0.000000	0.000000	0.000000	0.000000	0.015104	0.000000	0.011916	0.000000	0.014030	0.038662	0.000000	0.010195	0.000000	0.000000	0.032178	0.013279	0.009540	0.000000	0.000000	0.067651	0.014810	0.033825	0.016695	0.045511	0.036053	0.000000	0.000000	0.043622	0.038071	0.000000	0.000000	0.000000	0.015081	0.061969	0.081921	0.034009	0.000000	0.017490	0.000000	0.000000	0.000000	0.000000	0.000000	0.019792	0.099079	0.000000	0.035090	0.030726	0.029091	0.028310	0.000000	0.025631	0.055620	0.000000	0.011807	0.021943	0.016092	0.000000	0.014425	0.000000	0.054644	0.000000	0.000000	0.021004
Riley Haas' blog	0.000000	0.003364	0.005597	0.000852	0.002818	0.000000	0.000000	0.000000	0.008010	0.010240	0.015279	0.001817	0.002633	0.020759	0.000000	0.010719	0.011959	0.008593	0.002402	0.002350	0.023703	0.000000	0.000000	0.001223	0.000000	0.005575	0.015839	0.014326	0.030798	0.000000	0.000000	0.007579	0.009143	0.005947	0.004694	0.004436	0.004723	0.002250	0.000000	0.001908	0.013388	0.009037	0.018831	0.008409	0.000000	0.000000	0.002851	0.021110	0.006057	0.000000	0.000000	0.008679	0.006477	0.003210	0.000000	0.014914	0.000000	0.000000	0.005094	0.005453	0.003369	0.000000	0.000000	0.000000	0.005667	0.010537	0.000000	0.004080	0.003974	0.002827	0.001663	0.000000	0.021895	0.004646	0.006557	0.000000	0.007655	0.015411	0.003344	0.000000	0.009659	0.002580	0.000000	0.000000	0.013079	0.006295	0.000000	0.002143	0.037403	0.028070	0.000000	0.000000	0.002998	0.003809	0.008060	0.005496	0.008237	0.000000	0.005963	0.005244	0.005589	0.006196	0.033349	0.000000	0.005479	0.000000	0.000000	0.000000	0.017800	0.004377	0.003406	0.000000	0.014227	0.024213	0.002786	0.014926	0.000000	0.000000	0.006791	0.000000	0.003528	0.000000	0.036116	0.000000	0.000000	0.000000	0.022523	0.000000	0.004483	0.003337	0.000000	0.000000	0.000000	0.013292	0.004324	0.000000	0.000000	0.004116	0.000000	0.000000	0.003914	0.000000	0.000000	0.002690	0.005009	0.003637	0.005773	0.022569	0.009555	0.010386	0.019667	0.000000	0.000000	0.005875	0.002579	0.000000	0.035568	0.018460	0.008969	0.039463	0.003227	0.000000	0.004951	0.000000	0.000000	0.011855	0.000000	0.004518	0.013775	0.000000	0.000000	0.000000	0.000000	0.011530	0.000000	0.014037	0.000000	0.023465	0.000000	0.000000	0.000000	0.000000	0.005675	0.011037	0.000000	0.000000	0.016357	0.004717	0.023695	0.021150	0.000000	0.000000	0.000000	0.000000	0.000000	0.030234	0.005278	0.000000	0.004446	0.009443	0.005805	0.000000	0.023030	0.047751	0.021441	0.000000	0.024805	0.019124	0.008013	0.013208	0.000000	0.051538	0.000000	0.004992	0.000000	0.005632	0.000000	0.009849	0.004951	0.007796	0.000000	0.000000	0.004432	0.000000	0.000000	0.000000	0.000000	0.000000	0.004206	0.000000	0.000000	0.009933	0.006617	0.208678	0.024478	0.000000	0.036099	0.000000	0.038410	0.005551	0.000000	0.008471	0.006807	0.000000	0.019004	0.006296	0.006296	0.000000	0.004863	0.000000	0.000000	0.012740	0.000000	0.027466	0.108070	0.014811	0.012531	0.000000	0.007702	0.000000	0.000000	0.006200	0.010240	0.019805	0.014759	0.000000	0.000000	0.007068	0.000000	0.016858	0.000000	0.000000	0.102028	0.007111	0.009407	0.015220	0.000000	0.000000	0.000000	0.064164	0.044175	0.051363	0.000000	0.000000	0.005699	0.000000	0.025404	0.032232	0.008407	0.014644	0.045919	0.026091	0.000000	0.015158	0.017136	0.000000	0.000000	0.000000	0.020194	0.000000	0.000000	0.000000	0.000000	0.000000	0.009369	0.000000	0.000000	0.032229	0.012850	0.017028	0.006047	0.000000	0.019385	0.000000	0.000000	0.019122	0.006317	0.009369	0.008631	0.032201	0.000000	0.021036	0.000000	0.000000	0.046221	0.008995	0.019523	0.000000	0.038266	0.000000	0.000000	0.031139	0.000000	0.000000	0.000000	0.042857	0.008521	0.000000	0.043165	0.000000	0.008060	0.024312	0.011826	0.000000	0.000000	0.005877	0.019912	0.009579	0.008409	0.000000	0.057895	0.000000	0.000000	0.000000	0.008471	0.023358	0.000000	0.000000	0.013992	0.000000	0.000000	0.000000	0.023041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007634	0.000000	0.000000	0.000000	0.000000	0.000000	0.019404	0.010531	0.000000	0.010531	0.000000	0.048888	0.000000	0.000000	0.034308	0.000000	0.009071	0.000000	0.000000	0.000000	0.025388	0.037902	0.000000	0.000000	0.000000	0.012899	0.000000	0.000000	0.008856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020517	0.033405	0.000000	0.000000	0.000000	0.012757	0.000000	0.000000	0.000000	0.000000	0.023907	0.011320	0.000000	0.000000	0.000000	0.000000	0.047071	0.009154	0.009154	0.000000	0.017443	0.009494	0.000000	0.000000	0.000000	0.009763	0.000000	0.000000	0.044355	0.000000	0.012139	0.000000	0.000000	0.008949	0.000000	0.000000	0.011916	0.014030	0.014030	0.019331	0.000000	0.000000	0.000000	0.105604	0.225246	0.305409	0.009540	0.000000	0.000000	0.011275	0.000000	0.011275	0.016695	0.000000	0.000000	0.000000	0.020946	0.087243	0.012690	0.000000	0.000000	0.000000	0.030162	0.000000	0.000000	0.000000	0.074074	0.017490	0.000000	0.000000	0.000000	0.000000	0.012696	0.009896	0.000000	0.015363	0.011697	0.030726	0.014546	0.000000	0.000000	0.000000	0.000000	0.000000	0.011807	0.021943	0.000000	0.000000	0.000000	0.013295	0.000000	0.052471	0.037105	0.063012
Party Full of Strangers	0.000000	0.001682	0.010261	0.005963	0.000000	0.001513	0.003708	0.000000	0.000000	0.000000	0.000000	0.005451	0.001317	0.000000	0.000000	0.009380	0.001329	0.011815	0.000000	0.002350	0.001693	0.003366	0.001974	0.004891	0.009541	0.002787	0.005940	0.009551	0.002800	0.005635	0.000000	0.000000	0.000000	0.000000	0.000000	0.002218	0.000000	0.006751	0.008298	0.001908	0.005738	0.001506	0.005380	0.005606	0.005430	0.015218	0.008554	0.002346	0.000000	0.000000	0.002124	0.008679	0.002159	0.000000	0.000000	0.000000	0.000000	0.001646	0.007642	0.005453	0.001684	0.000000	0.000000	0.000000	0.000000	0.003512	0.000000	0.004080	0.001987	0.000000	0.001663	0.000000	0.003649	0.000000	0.003279	0.002752	0.000000	0.003853	0.000000	0.000000	0.000000	0.010322	0.000000	0.003034	0.002616	0.012590	0.000000	0.000000	0.000000	0.007018	0.007325	0.010209	0.000000	0.000000	0.000000	0.010992	0.000000	0.003367	0.002981	0.007865	0.000000	0.000000	0.004764	0.000000	0.005479	0.012914	0.000000	0.006157	0.003560	0.002189	0.003406	0.005517	0.002845	0.000000	0.002786	0.008955	0.000000	0.005204	0.000000	0.011519	0.000000	0.000000	0.003283	0.000000	0.009669	0.000000	0.003754	0.000000	0.008965	0.006675	0.006291	0.000000	0.005337	0.000000	0.004324	0.000000	0.000000	0.004116	0.003767	0.000000	0.003914	0.004169	0.000000	0.005381	0.005009	0.000000	0.011545	0.004514	0.004777	0.006924	0.019667	0.003065	0.000000	0.005875	0.002579	0.005768	0.005928	0.000000	0.000000	0.005638	0.006454	0.000000	0.004951	0.000000	0.009444	0.000000	0.003772	0.004518	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005722	0.000000	0.003937	0.000000	0.006275	0.000000	0.011350	0.000000	0.007667	0.000000	0.008178	0.004717	0.000000	0.007050	0.014172	0.028880	0.020048	0.004030	0.000000	0.000000	0.000000	0.000000	0.008892	0.000000	0.011609	0.000000	0.004606	0.000000	0.005360	0.000000	0.000000	0.000000	0.020032	0.004403	0.003527	0.012885	0.000000	0.009983	0.007032	0.000000	0.006411	0.009849	0.004951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004206	0.000000	0.000000	0.004966	0.000000	0.000000	0.000000	0.000000	0.000000	0.019205	0.000000	0.005551	0.000000	0.000000	0.000000	0.037880	0.009502	0.000000	0.000000	0.000000	0.004863	0.000000	0.000000	0.006370	0.000000	0.036621	0.000000	0.000000	0.000000	0.010118	0.077024	0.005009	0.000000	0.018599	0.000000	0.013203	0.000000	0.000000	0.000000	0.007068	0.000000	0.011238	0.014222	0.015451	0.000000	0.014222	0.000000	0.022830	0.000000	0.000000	0.000000	0.000000	0.000000	0.022013	0.006555	0.000000	0.011397	0.000000	0.000000	0.000000	0.000000	0.007322	0.018367	0.000000	0.000000	0.000000	0.005712	0.012510	0.000000	0.000000	0.000000	0.000000	0.008575	0.000000	0.009369	0.000000	0.009369	0.000000	0.006374	0.000000	0.000000	0.000000	0.012095	0.000000	0.006462	0.000000	0.000000	0.000000	0.006317	0.009369	0.000000	0.000000	0.000000	0.010518	0.000000	0.007834	0.000000	0.107942	0.000000	0.013986	0.000000	0.000000	0.008341	0.000000	0.061595	0.000000	0.016457	0.000000	0.008521	0.009773	0.007194	0.009510	0.000000	0.000000	0.000000	0.088873	0.008348	0.011753	0.006637	0.000000	0.008409	0.000000	0.000000	0.000000	0.000000	0.037000	0.008471	0.015572	0.000000	0.000000	0.000000	0.000000	0.000000	0.008069	0.000000	0.000000	0.000000	0.000000	0.000000	0.035735	0.008252	0.017057	0.000000	0.007634	0.043592	0.021476	0.000000	0.000000	0.000000	0.009702	0.021061	0.000000	0.000000	0.000000	0.000000	0.000000	0.020257	0.017154	0.014874	0.000000	0.000000	0.000000	0.014857	0.012694	0.028426	0.000000	0.033885	0.011887	0.000000	0.020186	0.000000	0.000000	0.000000	0.000000	0.009108	0.009108	0.000000	0.021671	0.010259	0.022270	0.041549	0.018885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010719	0.023265	0.000000	0.000000	0.009154	0.000000	0.008722	0.000000	0.037473	0.000000	0.000000	0.019525	0.000000	0.000000	0.000000	0.012817	0.000000	0.018944	0.024946	0.008949	0.000000	0.000000	0.000000	0.028061	0.014030	0.000000	0.013403	0.010195	0.000000	0.015086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022755	0.000000	0.009356	0.010473	0.014541	0.025381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017005	0.000000	0.017490	0.000000	0.000000	0.000000	0.000000	0.025392	0.029689	0.000000	0.000000	0.023393	0.000000	0.014546	0.014155	0.000000	0.012816	0.027810	0.021241	0.047228	0.010971	0.000000	0.000000	0.000000	0.000000	0.027322	0.000000	0.000000	0.000000
SEM REGRAS	0.000000	0.000000	0.000000	0.002556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001153	0.000000	0.000000	0.000000	0.001074	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002067	0.000000	0.000000	0.001982	0.000000	0.004436	0.000000	0.000000	0.000000	0.026709	0.000000	0.004519	0.000000	0.001401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006372	0.000000	0.000000	0.000000	0.001736	0.000000	0.000000	0.000000	0.000000	0.000000	0.011791	0.005566	0.000000	0.000000	0.001889	0.000000	0.014049	0.000000	0.001987	0.000000	0.000000	0.005433	0.000000	0.002323	0.000000	0.000000	0.000000	0.000000	0.026756	0.008949	0.000000	0.000000	0.000000	0.000000	0.007848	0.000000	0.000000	0.000000	0.000000	0.007018	0.003662	0.010209	0.000000	0.000000	0.000000	0.000000	0.000000	0.016837	0.000000	0.007865	0.000000	0.003098	0.000000	0.007435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013624	0.000000	0.036991	0.000000	0.011142	0.000000	0.000000	0.000000	0.023770	0.003840	0.000000	0.012924	0.000000	0.000000	0.009669	0.000000	0.003754	0.019497	0.000000	0.000000	0.000000	0.003471	0.000000	0.000000	0.000000	0.000000	0.009797	0.000000	0.000000	0.013138	0.000000	0.004169	0.003931	0.010762	0.000000	0.003637	0.000000	0.000000	0.000000	0.000000	0.000000	0.003065	0.000000	0.000000	0.002579	0.000000	0.000000	0.000000	0.000000	0.000000	0.003227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003843	0.000000	0.000000	0.017166	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004141	0.000000	0.000000	0.000000	0.000000	0.000000	0.009627	0.016038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014164	0.005805	0.003944	0.000000	0.000000	0.000000	0.000000	0.031006	0.000000	0.012019	0.000000	0.000000	0.000000	0.000000	0.000000	0.007032	0.011265	0.003206	0.009849	0.004951	0.000000	0.000000	0.000000	0.000000	0.000000	0.022855	0.000000	0.000000	0.000000	0.000000	0.009133	0.000000	0.019865	0.000000	0.000000	0.000000	0.000000	0.006016	0.000000	0.006402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008163	0.000000	0.023529	0.000000	0.000000	0.007406	0.000000	0.000000	0.000000	0.010018	0.000000	0.000000	0.000000	0.006602	0.007379	0.007379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013110	0.013489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026091	0.000000	0.000000	0.000000	0.000000	0.009563	0.000000	0.000000	0.000000	0.000000	0.012952	0.000000	0.000000	0.000000	0.007570	0.000000	0.000000	0.000000	0.000000	0.006047	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007780	0.000000	0.000000	0.203690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008521	0.000000	0.000000	0.000000	0.008060	0.000000	0.000000	0.000000	0.000000	0.000000	0.013274	0.000000	0.084088	0.000000	0.009649	0.011361	0.000000	0.000000	0.025412	0.000000	0.000000	0.000000	0.013992	0.000000	0.000000	0.024206	0.000000	0.000000	0.000000	0.041802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008577	0.000000	0.000000	0.000000	0.000000	0.029714	0.063471	0.000000	0.000000	0.008471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011320	0.000000	0.000000	0.000000	0.000000	0.000000	0.009154	0.000000	0.000000	0.000000	0.000000	0.012491	0.000000	0.014319	0.000000	0.000000	0.000000	0.000000	0.000000	0.024277	0.009472	0.000000	0.008949	0.000000	0.012139	0.000000	0.014030	0.000000	0.000000	0.000000	0.010195	0.000000	0.000000	0.000000	0.000000	0.009540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009356	0.010473	0.000000	0.012690	0.038071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012696	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012816	0.000000	0.000000	0.023614	0.010971	0.000000	0.000000	0.014425	0.000000	0.000000	0.000000	0.000000	0.000000
Pithy Title Here	0.046024	0.000000	0.025186	0.028111	0.008454	0.019675	0.009271	0.000000	0.019223	0.002560	0.011459	0.016353	0.035546	0.031138	0.000000	0.025459	0.047838	0.031149	0.026417	0.058751	0.037247	0.006731	0.005922	0.031794	0.013357	0.011150	0.049497	0.027060	0.047598	0.045083	0.008269	0.039790	0.009143	0.017840	0.018777	0.057662	0.015742	0.020254	0.027662	0.017170	0.042077	0.064766	0.016141	0.002803	0.066968	0.053264	0.000000	0.053948	0.020191	0.030519	0.008496	0.043397	0.025908	0.022469	0.019096	0.017897	0.065784	0.036213	0.045849	0.002727	0.003369	0.013915	0.008989	0.005639	0.011334	0.007024	0.014049	0.016320	0.029808	0.070674	0.011638	0.005433	0.010948	0.016260	0.022951	0.049530	0.038273	0.030823	0.016722	0.026848	0.014489	0.005161	0.005294	0.021238	0.018311	0.047213	0.010734	0.023574	0.033247	0.021053	0.054937	0.066360	0.089946	0.026663	0.004030	0.032977	0.024712	0.003367	0.080500	0.023596	0.022355	0.052669	0.023820	0.022305	0.016438	0.051657	0.080965	0.018470	0.042721	0.024074	0.102180	0.044135	0.011382	0.024213	0.027856	0.038807	0.033297	0.135315	0.016978	0.046076	0.059970	0.029078	0.072232	0.027093	0.000000	0.035429	0.093846	0.000000	0.044826	0.026698	0.018873	0.013884	0.021349	0.079749	0.034593	0.034391	0.039189	0.004116	0.007534	0.043793	0.027400	0.008338	0.035379	0.024214	0.050087	0.076376	0.040408	0.027083	0.014332	0.010386	0.062936	0.021456	0.026926	0.088129	0.005159	0.023073	0.017784	0.036920	0.022422	0.045100	0.019361	0.065433	0.049512	0.012128	0.009444	0.118553	0.003772	0.027110	0.020663	0.049418	0.021332	0.042275	0.056872	0.053808	0.022129	0.000000	0.051497	0.046929	0.015747	0.039899	0.000000	0.009804	0.045399	0.005519	0.007667	0.004141	0.016357	0.037737	0.043440	0.014100	0.077945	0.057760	0.008019	0.004030	0.025995	0.030234	0.015833	0.016860	0.102255	0.037771	0.017414	0.051273	0.064485	0.137285	0.112563	0.030157	0.049609	0.012750	0.000000	0.044026	0.021161	0.045096	0.012885	0.024958	0.028126	0.146443	0.012823	0.054168	0.079216	0.062365	0.084587	0.006617	0.017726	0.164604	0.004571	0.017272	0.028631	0.033938	0.012617	0.027398	0.044448	0.000000	0.026468	0.008695	0.097912	0.000000	0.024066	0.044812	0.089624	0.011102	0.014218	0.042354	0.013614	0.025253	0.038008	0.050371	0.081852	0.053387	0.024317	0.014957	0.097960	0.038220	0.000000	0.018311	0.028819	0.000000	0.043860	0.070824	0.107834	0.035063	0.088770	0.086795	0.051202	0.099024	0.036897	0.029517	0.034591	0.106013	0.103660	0.039335	0.035556	0.030902	0.000000	0.007111	0.009407	0.083709	0.009212	0.038289	0.013031	0.021388	0.044175	0.117402	0.039330	0.013489	0.079779	0.066565	0.000000	0.000000	0.033629	0.095188	0.110205	0.043484	0.000000	0.022737	0.068543	0.000000	0.000000	0.021918	0.121166	0.012243	0.171507	0.019429	0.018737	0.015898	0.037475	0.037848	0.025498	0.080573	0.064251	0.025542	0.030237	0.051083	0.064618	0.025717	0.010955	0.038245	0.037901	0.028106	0.172626	0.053669	0.054459	0.042071	0.000000	0.039171	0.064710	0.107942	0.000000	0.013986	0.066966	0.033791	0.025023	0.010380	0.061595	0.133405	0.172800	0.042857	0.034084	0.029319	0.021583	0.047551	0.032239	0.072935	0.023653	0.014812	0.041739	0.005877	0.019912	0.019158	0.025226	0.029197	0.028947	0.068163	0.013036	0.037000	0.067765	0.077860	0.043351	0.066667	0.069962	0.023058	0.048412	0.161373	0.099843	0.059681	0.026517	0.091964	0.161132	0.014294	0.024756	0.068228	0.077966	0.045802	0.029061	0.010738	0.000000	0.000000	0.089201	0.106720	0.126368	0.000000	0.031592	0.105457	0.009778	0.033090	0.040514	0.128654	0.044621	0.018142	0.539223	0.000000	0.000000	0.050777	0.123180	0.045901	0.008471	0.059433	0.038697	0.080744	0.049812	0.044279	0.042365	0.000000	0.045540	0.063757	0.021495	0.043342	0.041034	0.167023	0.069248	0.075541	0.000000	0.038272	0.000000	0.000000	0.060711	0.013964	0.107580	0.067923	0.033333	0.115200	0.042877	0.104695	0.028243	0.027461	0.137303	0.013555	0.113381	0.056964	0.000000	0.026380	0.014319	0.078102	0.109365	0.015832	0.110888	0.038450	0.060693	0.028416	0.112258	0.098440	0.030208	0.036416	0.023833	0.014030	0.056121	0.019331	0.026807	0.010195	0.014677	0.150862	0.289601	0.119508	0.038158	0.000000	0.385047	0.067651	0.044429	0.078926	0.000000	0.079643	0.024035	0.065491	0.010473	0.000000	0.000000	0.038071	0.015935	0.102718	0.000000	0.082625	0.049153	0.034009	0.111111	0.000000	0.054834	0.059551	0.046786	0.016690	0.050783	0.039585	0.118895	0.092179	0.011697	0.092179	0.247277	0.084929	0.081193	0.000000	0.097335	0.000000	0.141684	0.021943	0.048276	0.035758	0.000000	0.026589	0.191254	0.052471	0.024737	0.126024
